company_nmls_id,license_number,license_class,ofr_status,initial_approval_on,status_effective_on,source_clock,source_dataset,source_record_id,source_observed_on,firm_name,prim_address1,prim_address2,prim_city,prim_county,prim_state,prim_zip,phone,servicer_flag,raw_metadata
322798,MLD1411,MLD,Approved,2016-10-14,2016-10-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1411,2026-08-27,"Cambria Financial Group, LLC",6385 Old Shady Oak Road Suite 175,,Eden Prairie,,MN,55344,952-942-0110,,FL Mortgage Lender License
275218,MBR4140,MBR,Approved,2021-03-26,2021-03-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4140,2026-08-27,"Cambridge Lending Group, Inc.",1020 Milwaukee Ave Suite 232,,DEERFIELD,,IL,60015,847-808-2300,,FL Mortgage Broker License
1250455,MBR2158,MBR,Approved,2016-12-22,2019-03-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2158,2026-08-27,"Canaan Management Services, INC",11900 Biscayne Blvd Suite 270,,North Miami Beach,,FL,33181,954-559-4644,,FL Mortgage Broker License
2528226,MBR8421,MBR,Approved,2026-02-13,2026-02-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8421,2026-08-27,Cannon Mortgage Company Inc,3514 NC 150 Hwy,,Lincolnton,,NC,28092,704-600-5352,,FL Mortgage Broker License
2725,MBR6092,MBR,Approved,2023-02-15,2023-02-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6092,2026-08-27,Cannondale Financial LLC,"144 East Avenue, Ste 200",,Norwalk,,CT,6851,203-853-6668 x208,,FL Mortgage Broker License
1359687,MLD2418,MLS,Approved,2023-04-19,2023-04-19,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2418,2026-08-27,"Canopy Mortgage, LLC",360 Technology Court Ste. 200,,Lindon,,UT,84042,801-851-1484,,FL Mortgage Lender Servicer License
2648602,MBR7932,MBR,Approved,2025-04-23,2026-03-05,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7932,2026-08-27,Canter Financial LLC,1909 Huguenot Rd Suite 300,,North Chesterfield,,VA,23235,757-705-9936,,FL Mortgage Broker License
28873,MBR3689,MBR,Approved,2020-07-06,2020-07-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3689,2026-08-27,Canyon Mortgage Corp.,2001 Marcus Avenue Suite N-121,,Lake Success,,NY,11042,516-502-2480,,FL Mortgage Broker License
2468614,MLD2473,MLD,Approved,2023-08-14,2023-08-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2473,2026-08-27,"Cap One Lending,LLC",4041 NE Lakewood Way Suite 130,,Lee's Summit,,MO,64064,816-694-4192,,FL Mortgage Lender License
2383447,MBR6425,MBR,Approved,2023-06-02,2023-06-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6425,2026-08-27,"CAPE HENRY CAPITAL, LLC","1340 N. Great Neck Road, Suite 1272, #191",,Virginia Beach,,VA,23454,571-641-9664,,FL Mortgage Broker License
2537302,MBR7100,MBR,Approved,2024-03-06,2024-03-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7100,2026-08-27,Cape Mortgage LLC,3512 Del Prado Blvd S Ste 106,,Cape Coral,,FL,33904,239-540-5555,,FL Mortgage Broker License
2321303,MBR5060,MBR,Approved,2022-03-14,2025-01-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5060,2026-08-27,CAPILENDING LLC,1990 Ne 163rd Street Suite 209,,North Miami Beach,,FL,33162,786-553-7228,,FL Mortgage Broker License
2593749,MBR7927,MBR,Approved,2025-04-17,2025-04-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7927,2026-08-27,Capital Aid Funding Inc,9100 S Dadeland Blvd Suite 1500,,Miami,,FL,33156,305-951-3171,,FL Mortgage Broker License
290255,MBR227,MBR,Approved,2011-03-24,2011-03-24,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR227,2026-08-27,Capital American Mortgage Company,2655 South LeJeune Road Penthouse I-K,,Coral Gables,,FL,33134,305-444-4140,,FL Mortgage Broker License
67717,MLD2272,MLS,Approved,2022-06-30,2022-06-30,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD2272,2026-08-27,"Capital Center, L.L.C.",4461 Cox Road,,Glen Allen,,VA,23060,804-968-5000,,FL Mortgage Lender Servicer License
2766160,MBR8350,MBR,Approved,2026-01-07,2026-01-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8350,2026-08-27,Capital Coast Financial LLC,16427 N. Scottsdale Road Suite 410,,Scottsdale,,AZ,85254,480-223-7525,,FL Mortgage Broker License
2187094,MBR4488,MBR,Approved,2021-08-06,2021-08-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4488,2026-08-27,Capital Consulting Finance LLC,877 91st ave N ste 2,,naples,,FL,34108,239-645-6253,,FL Mortgage Broker License
116231,MLD66,MLS,Approved,2011-02-15,2011-02-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD66,2026-08-27,Capital Crossing Servicing Company LLC,112 Worcester Street Suite 201,,Wellesley,,MA,2481,617-880-1203,,FL Mortgage Lender Servicer License
2547138,MLD2535,MLD,Approved,2024-01-23,2024-01-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2535,2026-08-27,Capital Financial Group Corporation,110 Front St Suite 300,,Jupiter,,FL,33477,561-400-1314,,FL Mortgage Lender License
3146,MBR7854,MBR,Approved,2025-03-20,2025-03-20,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7854,2026-08-27,"Capital Financial Group, Inc",810 Shepard LN Suite 100,,Farmington,,UT,84025,801-298-5887,,FL Mortgage Broker License
2335705,MBR6251,MBR,Approved,2023-04-06,2024-01-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6251,2026-08-27,Capital Financial Lending LLC,8400 NW 33rd St STE 350,,Doral,,FL,33122,305-788-5372,,FL Mortgage Broker License
1941208,MBR3842,MBR,Approved,2020-10-12,2020-10-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3842,2026-08-27,"Capital First Mortgage, L.L.C.",9 Mt. Pleasant Turnpike Suite 202,,Denville,,NJ,7834,201-247-7030,,FL Mortgage Broker License
1500207,MLD1733,MLD,Approved,2019-02-13,2019-02-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1733,2026-08-27,Capital Funding Financial LLC,5550 Glades Rd Ste #200,,Boca Raton,,FL,33431,954-320-0242,,FL Mortgage Lender License
1200373,MLD1358,MLS,Approved,2016-04-28,2026-01-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD1358,2026-08-27,"Capital Fundings, LLC",201 E Pine St Suite 210,,Orlando,,FL,32801,407-616-0942,,FL Mortgage Lender Servicer License
2129665,MBR4222,MBR,Approved,2021-04-28,2021-04-28,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4222,2026-08-27,CAPITAL GROUP FUNDING INC,11263 NW 51ST ST,,CORAL SPRINGS,,FL,33076,954-410-8444,,FL Mortgage Broker License
2577078,MBR7091,MBR,Approved,2024-03-04,2024-03-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7091,2026-08-27,Capital Home Loans LLC,6 Pine Crest Dr,,Johnston,,RI,2919,602-430-6182,,FL Mortgage Broker License
1887198,MBR8093,MBR,Approved,2025-07-29,2025-07-29,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8093,2026-08-27,"Capital Home Loans, LLC",6546 Weatherfield Ct Unit C2,,Maumee,,OH,43537,419-764-0806,,FL Mortgage Broker License
2085500,MBR3965,MBR,Approved,2021-01-14,2024-01-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3965,2026-08-27,CAPITAL HOMES LOANS INC,600 N Thacker Ave Ste D-63,,Kissimmee,,FL,34741,800-642-0668,,FL Mortgage Broker License
2361520,MBR5462,MBR,Approved,2022-07-18,2022-07-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5462,2026-08-27,"Capital Impact, LLC",850 Stephenson Hwy Suite 310,,Troy,,MI,48083,248-884-2156,,FL Mortgage Broker License
1036987,MLD923,MLS,Approved,2013-04-13,2026-03-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD923,2026-08-27,CAPITAL INTERNATIONAL FINANCIAL INC.,395 ALHAMBRA CIRCLE Suite 200,,Coral Gables,,FL,33134,305-443-1256,,FL Mortgage Lender Servicer License
317711,MBR3714,MBR,Approved,2020-07-22,2020-07-22,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3714,2026-08-27,"Capital Lending, Inc.",7875 24 Mile Road  Suite 200,,Shelby Township,,MI,48316,586-822-8122,,FL Mortgage Broker License
1772038,MBR3964,MBR,Approved,2021-01-15,2021-01-15,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3964,2026-08-27,Capital M Inc.,48 Bakertown Rd. Suite 303,,Monroe,,NY,10950,845-781-2403,,FL Mortgage Broker License
1704064,MBR2500,MBR,Approved,2018-01-03,2026-01-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2500,2026-08-27,Capital Mortgage Inc,2740 US 27,,Avon Park,,FL,33825,786-208-8738,,FL Mortgage Broker License
1407612,MBR2058,MBR,Approved,2016-07-07,2016-07-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2058,2026-08-27,Capital Mortgage Solutions LLC,8255 Main Street Suite 102,,Woodstock,,GA,30188,770-450-9717,,FL Mortgage Broker License
2637037,MBR7499,MBR,Approved,2024-08-26,2024-08-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7499,2026-08-27,CAPITAL MORTGAGE TRUST LLC,3007 Poolside Dr,,Greenacres,,FL,33463,561-452-0636,,FL Mortgage Broker License
1843755,MBR3013,MBR,Approved,2019-03-22,2019-03-22,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3013,2026-08-27,CAPITAL MUTUAL HOME LOANS LLC,12555 Orange Dr. Suite 206,,Davie,,FL,33330,954-562-3807,,FL Mortgage Broker License
2745328,MBR8150,MBR,Approved,2025-08-26,2025-08-26,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8150,2026-08-27,Capital Nations Financial LLC,175 SW 7th Street Suite 2312,,Miami,,FL,33130,305-321-7760,,FL Mortgage Broker License
2332376,MLD2230,MLD,Approved,2022-05-03,2022-05-03,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2230,2026-08-27,Capital Partners Mortgage Services LLC,1515 N Univeristy Drive Ste: 102D,,Coral Springs,,FL,33071,954-256-0201,,FL Mortgage Lender License
2610803,MBR7443,MBR,Approved,2024-07-19,2024-07-19,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7443,2026-08-27,Capital Prime Lending LLC,3050 Biscayne Blvd Suite 601,,Miami,,FL,33137,786-261-1976,,FL Mortgage Broker License
2187346,MBR4661,MBR,Approved,2021-10-08,2021-10-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4661,2026-08-27,"Capital Property Lending, LLC",22800 Hall Rd Suite 220A,,Clinton Township,,MI,48036,248-455-6689,,FL Mortgage Broker License
1882064,MBR6289,MBR,Approved,2023-04-18,2023-04-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6289,2026-08-27,Capital Residential Mortgage L.L.C.,1604 Springhill Rd Suite 160,,Vienna,,VA,22182,571-230-9228,,FL Mortgage Broker License
2365368,MBR5432,MBR,Approved,2022-07-06,2022-07-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5432,2026-08-27,CAPITAL TRUST LENDING INC,20723 NW 3RD CT,,PEMBROKE PINES,,FL,33029,954-534-6184,,FL Mortgage Broker License
322180,MBR95,MBR,Approved,2011-02-05,2011-02-05,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR95,2026-08-27,Capital Trust Mortgage Corp.,7765 SW 87 Avenue Suite 207,,Miami,,FL,33173,305-668-6100,,FL Mortgage Broker License
2708383,MBR7968,MBR,Approved,2025-05-13,2025-05-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7968,2026-08-27,"Capital V Home Lending, LLC",906 Williams Avenue,,Grandview Heights,,OH,43212,614-774-1752,,FL Mortgage Broker License
2523788,MBR8264,MBR,Approved,2025-11-10,2025-11-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8264,2026-08-27,Capital Ventures NY Inc.,21 Robert Pitt Dr Suite 220-C,,Monsey,,NY,10952,917-682-8185,,FL Mortgage Broker License
204197,MBR220,MBR,Approved,2011-03-23,2011-03-23,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR220,2026-08-27,"CAPITALPlus Mortgage & Underwriting Services, Inc",1616 Kersley Cir,,Lake Mary,,FL,32746,407-333-4529,,FL Mortgage Broker License
334164,MBR172,MBR,Approved,2011-03-08,2023-01-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR172,2026-08-27,"CAPITALQUEST GROUP, INC.","1600 S. BAYSHORE LANE, SUITE 6C",,MIAMI,,FL,33133,305-361-1201,,FL Mortgage Broker License
336081,MBR281,MBR,Approved,2011-04-07,2021-01-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR281,2026-08-27,Capitol Lending Group Inc,5485 Wiles Road #405,,Coconut Creek,,FL,33073,954-533-2024,,FL Mortgage Broker License
1981940,MBR7862,MBR,Approved,2025-03-25,2025-03-25,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7862,2026-08-27,Caplink Mortgage Corporation,"College Plaza, 8215-112 Street Suite 1000",,Edmonton,,,T6G2C8,780-702-9229,,FL Mortgage Broker License
2228985,MBR5622,MBR,Approved,2022-08-31,2025-01-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5622,2026-08-27,Capsol Inc.,491 Route 208 Suite 407,,Monroe,,NY,10950,845-774-6001,,FL Mortgage Broker License
1973764,MBR3579,MBR,Approved,2020-04-20,2020-04-20,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3579,2026-08-27,Capstone Mortgage Lending LLC,55 Weston Rd Suite 408,,Weston,,FL,33326,305-793-3512,,FL Mortgage Broker License
1871246,MBR3186,MBR,Approved,2019-08-07,2026-03-18,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3186,2026-08-27,CAPSTONE MORTGAGE LLC,18 Market Ave Suite 120,,Palm Coast,,FL,32164,386-202-4498,,FL Mortgage Broker License
1410227,MLD1298,MLS,Approved,2015-10-21,2015-10-21,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD1298,2026-08-27,CapStrat Group LLC,1872 South Bayshore Lane,,Miami,,FL,33133,312-730-3727,,FL Mortgage Lender Servicer License
2519028,MBR8471,MBR,Approved,2026-03-13,2026-03-13,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8471,2026-08-27,"CAPTAIN MORTGAGE, LLC",915 12th St S,,Saint Petersburg,,FL,33705,941-726-1726,,FL Mortgage Broker License
66247,MLD236,MLS,Approved,2011-04-27,2011-04-27,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD236,2026-08-27,"Cardinal Financial Company, Limited Partnership",3530 Toringdon Way Suite 200,,Charlotte,,NC,28277,704-594-5530,,FL Mortgage Lender Servicer License
1557087,MBR2123,MBR,Approved,2016-11-01,2016-11-01,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR2123,2026-08-27,"Carefree Retirement Funding, LLC",1860 SW Fountainview Blvd Ste 100,,Port St Lucie,,FL,34986,772-212-1450,,FL Mortgage Broker License
394562,MBR565,MBR,Approved,2011-06-09,2011-06-09,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR565,2026-08-27,Carlos M Sanchez & Associates Inc,"9201 Wilshire Blvd., #101",,Beverly Hills,,CA,90210,310-278-4812,,FL Mortgage Broker License
2518940,MBR6726,MBR,Approved,2023-09-27,2024-03-28,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6726,2026-08-27,Carlyle Financial Mortgage Services Inc.,66 W FLAGLER ST STE 900-9527,,Miami,,FL,33130,415-813-1900,,FL Mortgage Broker License
2365337,MLD2284,MLD,Approved,2022-08-08,2022-08-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD2284,2026-08-27,"Carnegie Mortgage Partners, LLC",74 Godwin Avenue Suite 116,,Ridgewood,,NJ,7450,469-463-6003,,FL Mortgage Lender License
1990358,MBR7815,MBR,Approved,2025-03-07,2025-03-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7815,2026-08-27,"Carolina Gold Mortgage, LLC",14045 Ballantyne Corporate Place Suite 500,,Charlotte,,NC,28277,757-453-3830,,FL Mortgage Broker License
2568856,MBR7098,MBR,Approved,2024-03-06,2024-03-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7098,2026-08-27,Carolina Keys Mortgage LLC,201 Sigma Dr Suite 300,,Summerville,,SC,29486,843-452-4577,,FL Mortgage Broker License
2600849,MBR8580,MBR,Approved,2026-05-14,2026-05-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8580,2026-08-27,"Carolina Mortgage Advisors, LLC",3440 Toringdon Way STE 205,,Charlotte,,NC,28277,704-314-8967,,FL Mortgage Broker License
1846053,MBR3725,MBR,Approved,2020-07-29,2025-04-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3725,2026-08-27,"Carolina Mortgage Firm, Inc.",122-A Main Street,,Fort Mill,,SC,29715,239-821-8814,,FL Mortgage Broker License
78565,MBR3593,MBR,Approved,2020-05-05,2020-05-05,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3593,2026-08-27,Carolina's Premier Mortgage Corporation,268 Rockmont Drive,,Fort Mill,,SC,29708,803-548-5311,,FL Mortgage Broker License
341734,MBR917,MBR,Approved,2011-09-02,2011-09-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR917,2026-08-27,"Caron, Michel, Allen",520 N Orlando Ave Ste 205,,Winter Park,,FL,32789,407-629-0010,,FL Mortgage Broker License
2326065,MBR6997,MBR,Approved,2024-01-30,2024-01-30,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6997,2026-08-27,CARPE DIEM VISIONS LLC,41000 Woodward Ave. Suite 350 East - #4092,,Bloomfield Hills,,MI,48304,313-433-0829,,FL Mortgage Broker License
2100692,MBR7227,MBR,Approved,2024-04-17,2024-04-17,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7227,2026-08-27,CARRELL MORTGAGE CORPORATION,169 Rockaway Ave,,Valley Stream,,NY,11580,917-744-1153,,FL Mortgage Broker License
2600,MLD29,MLS,Approved,2011-01-27,2011-01-27,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD29,2026-08-27,"Carrington Mortgage Services, LLC","500 North State College Boulevard Suites 1030, 1300 and 1400",,Orange,,CA,92868,(949) 517-7115,,FL Mortgage Lender Servicer License
2574979,MBR7059,MBR,Approved,2024-02-19,2025-01-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7059,2026-08-27,Carrollwood Mortgage LLC,610 E. Zack St Suite 640,,Tampa,,FL,33602,813-513-0799,,FL Mortgage Broker License
1597278,MBR3369,MBR,Approved,2019-12-11,2019-12-11,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR3369,2026-08-27,"CASA Financial, LLC",3007 Sprowl Road,,Louisville,,KY,40299,502-890-3050,,FL Mortgage Broker License
2789963,MBR8306,MBR,Approved,2025-12-08,2025-12-08,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8306,2026-08-27,Casa Nova Lending LLC,7700 N Kendall Dr Suite 706,,Miami,,FL,33156,786-217-8356,,FL Mortgage Broker License
1855215,MLD1774,MLD,Approved,2019-06-19,2019-06-19,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1774,2026-08-27,"CasaBella Financial Services, LLC",2658 SW Reilley Ave,,Palm City,,FL,34990,772-905-2427 X 102,,FL Mortgage Lender License
2829442,MBR8562,MBR,Approved,2026-05-06,2026-05-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8562,2026-08-27,Casas Home Equity LLC,239-241 Main Street Ste 606,,Hackensack,,NJ,7601,917-547-9298,,FL Mortgage Broker License
2470941,MBR8349,MBR,Approved,2026-01-06,2026-01-06,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8349,2026-08-27,"Cascada Mortgage Advisors, Inc.",11399 CASCADA WAY,,SAN DIEGO,,CA,92124,619-370-0889,,FL Mortgage Broker License
2564632,MBR7391,MBR,Approved,2024-06-24,2024-06-24,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7391,2026-08-27,Cascade Home Loans LLC,127 Rockingham Road Suite 202,,Windham,,NH,3087,603-573-9286x706,,FL Mortgage Broker License
2489123,MBR7217,MBR,Approved,2024-04-12,2024-04-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7217,2026-08-27,"Casey Brown, LLC",1517 Hunt Club Blvd St 200,,Gallatin,,TN,37066,615-724-5397,,FL Mortgage Broker License
378532,MBR181,MBR,Approved,2011-03-14,2023-02-22,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR181,2026-08-27,Cash Cow Funding Inc.,9535 delaney creek blvd 106,,Tampa,,FL,33619,813-601-0221,,FL Mortgage Broker License
2750349,MBR8128,MBR,Approved,2025-08-14,2025-08-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8128,2026-08-27,Cashback Mortgage LLC,2001 Palm Beach Lakes Blvd 300L,,West Palm Beach,,FL,33409,954-405-6554,,FL Mortgage Broker License
1740673,MBR5623,MBR,Approved,2022-08-31,2022-08-31,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5623,2026-08-27,CASMIA HOLDING  LLC,4504 E Russell Rd,,Las Vegas,,NV,89120,702-325-7805,,FL Mortgage Broker License
1681156,MLD1985,MLD,Approved,2021-02-09,2021-02-09,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1985,2026-08-27,"Cast Home Loans, LLC",2401 PGA Blvd Ste# 280G,,Palm Beach Gardens,,FL,33410,561-625-6200,,FL Mortgage Lender License
1754508,MBR5860,MBR,Approved,2022-11-14,2022-11-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5860,2026-08-27,"CASTILLE MORTGAGE COMPANY, L.L.C.",102 MAGNATE DR STE 203,,LAFAYETTE,,LA,70508,337-230-1536,,FL Mortgage Broker License
1251,MLD611,MLS,Approved,2011-09-07,2011-09-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLS|MLD611,2026-08-27,"Castle & Cooke Mortgage, LLC",13751 S Wadsworth Park Drive Suite 101,,Draper,,UT,84020,801-461-7114,,FL Mortgage Lender Servicer License
2276279,MBR6513,MBR,Approved,2023-07-11,2023-07-11,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6513,2026-08-27,Castle Creek Mortgage LLC,3223 Arapahoe Ave Suite 225,,Boulder,,CO,80303,303-915-8962,,FL Mortgage Broker License
2657191,MBR7694,MBR,Approved,2024-12-30,2024-12-30,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7694,2026-08-27,CASTLE GROUP MORTGAGE CORP.,3883 WESTMART DR. STE 230,,HOUSTON,,TX,77042,331-707-8872,,FL Mortgage Broker License
1553024,MBR4236,MBR,Approved,2021-05-04,2021-05-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR4236,2026-08-27,"Castle Peak Mortgage, LLC",5567 S Perry Park RD,,Sedalia,,CO,80135,720-560-3148,,FL Mortgage Broker License
2318381,MBR5023,MBR,Approved,2022-03-02,2022-03-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5023,2026-08-27,CASTLE ROCK CAPITAL FUNDING LLC,3813 Bellewater Blvd,,Riverview,,FL,33578,813-727-3621,,FL Mortgage Broker License
1935205,MBR7559,MBR,Approved,2024-10-07,2024-10-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7559,2026-08-27,Castle Rock Mortgage LLC,1984 E SARONA CT,,SAN TAN VALLEY,,AZ,85143-4028,480-687-3271,,FL Mortgage Broker License
2470,MBR6276,MBR,Approved,2023-04-12,2023-04-12,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6276,2026-08-27,"Castle Rock Mortgage, LLC",2687 Townsend Ct Suite B,,Clarksville,,TN,37043,931-906-1489,,FL Mortgage Broker License
2772777,MBR8225,MBR,Approved,2025-10-16,2025-10-16,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR8225,2026-08-27,Castle Signature Lending LLC,"2001 NW 107th Ave, Suite 450 Office 416",,Doral,,FL,33172,305-525-1125,,FL Mortgage Broker License
1571990,MBR5239,MBR,Approved,2022-05-04,2025-01-10,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR5239,2026-08-27,"Castro, Juan C.",2525 S Spruce Street,,Visalia,,CA,93292,951-837-0844,,FL Mortgage Broker License
1588399,MBR6522,MBR,Approved,2023-07-14,2023-07-14,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR6522,2026-08-27,"Catalina Ventures, Inc.",2852 East Coast Highway,,Corona Del Mar,,CA,92625,949-363-8595,,FL Mortgage Broker License
2665195,MBR7887,MBR,Approved,2025-04-02,2025-04-02,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR7887,2026-08-27,"Catalyst Consulting Services, Inc.",2500 San Simon St.,,Tustin,,CA,92782,408-833-8432,,FL Mortgage Broker License
236492,MLD1671,MLD,Approved,2018-09-04,2018-09-04,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MLD|MLD1671,2026-08-27,Catalyst Mortgage,3013 Douglas Boulevard Suite 135,,Roseville,,CA,95661,916-283-9922,,FL Mortgage Lender License
390441,MBR273,MBR,Approved,2011-04-07,2011-04-07,nmls_active,FL_OFR_NMLS_PRR_141420,FL|NMLS|MBR|MBR273,2026-08-27,"Cathay Mortgage, LLC","7380 W. Sand Lake Road, Suite 500",,Orlando,,FL,32819,407-312-8128,,FL Mortgage Broker License
